idcvlac,nombre,fecha
0001370725,"Trabajo de grado aprobado mediante resolución N° 202 de 2019 del Consejo de Facultad de Ciencias Agrarias. ,UNIVERSIDAD DEL CAUCA",Agostode 2019
0001370725,"Trabajo de grado en la modalidad de investigación aprobado mediante resolución N° 183 de 2023 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Septiembrede 2022
0001370725,"Tesis meritoria,Universidad Autónoma de Tamaulipas",Agostode 2020
0001370725,"Trabajo de grado aprobado mediante resolución N° 17 de 2020 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Febrerode 2020
0001370725,"Trabajo de grado aprobado mediante resolución N° 285 de 2019 del Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Octubrede 2019
0001370725,"Tesis aprobada mediante resolución N° 41 de abril 30 de 2020 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Abrilde 2020
0001370725,"Trabajo de grado aprobado mediante resolución N° 157 de 2020 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Noviembrede 2020
0001370725,"Mención de honor ,UNIVERSIDAD DEL CAUCA",Enerode 2019
0001370725,"Trabajo de grado aprobado mediante resolución N° 6 de 2021 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Enerode 2021
0001370725,"Trabajo de grado en la modalidad de investigación aprobado mediante resolución N° 77 de 2022 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Abrilde 2022
0001370725,"Trabajo de grado en la modalidad de investigación aprobado mediante resolución N° 84 de 2022 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Abrilde 2022
0001370725,"Trabajo de grado aprobado en la modalidad de investigación aprobado mediante resolución N° 66 de 2022 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Marzode 2022
0001370725,"Mención honorifica otorgada por el Consejo de Facultad de Ciencias Agrarias de la Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Marzode 2023
0001370725,"Jurado evaluador de Tesis de maestría  ,Universidad Nacional de Colombia Sede Palmira",Octubrede 2019
0001370725,"Trabajo de grado en modalidad de investigación aprobado mediante resolución N° 167 de 2021 por el Consejo de Facultad de Ciencias Agrarias de la Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Abrilde 2021
0001370725,"Jurado evaluador,UNIVERSIDAD DEL CAUCA",Juliode 2023
0001370725,"Certificado de la ponencia realizada ,Asociación Latinoamericana De Producción Animal",Mayode 2018
0001370725,"Trabajo de grado en la modalidad de investigación aprobado N° 197 de 2021 aprobado por el Consejo de la Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Septiembrede 2021
0001370725,"Trabajo de grado en la modalidad de investigación aprobado mediante resolución N° 19 de 2022 por el Consejo de la Facultad de Ciencias Agrarias ,UNIVERSIDAD DEL CAUCA",Febrerode 2022
0001370725,"Trabajo de grado en la modalidad de investigación aprobado mediante resolución N° 157 de 2021 por el Consejo de Facultad de Ciencias Agrarias ,UNIVERSIDAD DEL CAUCA",Abrilde 2021
0001370725,"Mención de honor a trabajo de grado en modalidad de investigación: ,UNIVERSIDAD DEL CAUCA",Juniode 2023
0001370725,"Trabajo de grado aprobado mediante la resolución 173 del 01 de junio del 2017,UNIVERSIDAD DEL CAUCA",Juniode 2017
0001370725,"Jurado evaluador tesis maestría ,Universidad Nacional de Colombia Sede Palmira",Febrerode 2023
0001370725,"Trabajo de grado aprobado mediante resolución N° 165 de 2020 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Noviembrede 2020
0001370725,"Trabajo de grado en la modalidad de investigación aprobado mediante resolución N° 285 de 2019 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Octubrede 2019
0001370725,"Trabajo de grado aprobado mediante resolución N° 2 de 2021 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Enerode 2021
0001370725,"Trabajo de grado aprobado mediante resolución N° 164 de 2020 por el Consejo de Facultad de Ciencias Agrarias,UNIVERSIDAD DEL CAUCA",Noviembrede 2020
0001370725,"Certificado de la ponencia realizada ,UNIVERSIDAD DE CORDOBA",Octubrede 2022
0001467296,"Reconocimiento al grupo de investigacion en bioquimica y nutricion animal GIBNA, por el desarrollo invaluable de la labor en equipo en los procesos de investigacion,Universidad Pedagógica Y Tecnológica De Colombia - Uptc - Sede Tunja",Octubrede 2016
0000018449,"Mención de honor,UNIVERSIDAD DEL CAUCA",Febrerode 2021
0000349941,"Tesis Meritoria Pre grado,UNIVERSIDAD DE NARIÑO",de 1989
0000169151,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Mayode 2015
0000039315,"Mención de Honor al trabajo de grado ""Evaluación de la calidad del suelo entres sistemas ganaderos del Valle del Patía"",UNIVERSIDAD DEL CAUCA",Diciembrede 2019
0001474092,"Media Matricula de Honor ,UNIVERSIDAD DEL CAUCA",Noviembrede 2007
0001474092,"Media Matricula de Honor ,UNIVERSIDAD DEL CAUCA",Febrerode 2011
0001474092,"Matricula de Honor ,UNIVERSIDAD DEL CAUCA",Septiembrede 2006
0001637639,"Invaluable aporte al fortalecimiento organizativo, desarrollo e innovación agrosostenible y cultural de la región del valle del Patía,Cooperativa Agropecuaria de Usuarios Campesinos de Patia",Diciembrede 2017
0001243306,"Trayectoria investigativa, calidad de producción y excelencia científica y por clasificación como Investigador Junior,UNIVERSIDAD DEL CAUCA",Agostode 2022
0001464030,"Mención honorifica a trabajo de grado de maestría,UNIVERSIDAD DEL CAUCA",Septiembrede 2016
0001408212,"Matricula de honor mejor estudiante ,UNIVERSIDAD NACIONAL DE COLOMBIA",Agostode 2015
0000044115,"Tesis meritoria,UNIVERSIDAD DEL CAUCA",Noviembrede 2019
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2007
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2009
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2010
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2011
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2012
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2013
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2014
0000344150,"Reconocimiento a la buena calidad del Café-Finca la sultana de Unicauca.,Comité Departamental de Cafeteros del Cauca",de 2002
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2015
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",Enerode 2016
0000344150,"Experiencia Calificada, Evaluación Excelente,UNIVERSIDAD DEL CAUCA",de 2006
0000344150,"Universitario Destacado,UNIVERSIDAD DEL CAUCA",de 2003
0000344150,"Tesis de Grado Meritoria, Calificación de 93/100,UNIVERSIDAD DE NARIÑO",de 1989
0001865404,"Beca otorgada por el Banco Santander para estancia de investigación en el Colegio de la Frontera sur,Banco Santander",Enerode 2017
0001865404,"Beca mixta otorgada por CONACYT para estancia de movilidad nacional en el Colegio de la Frontera sur ,CONACYT",Enerode 2017
0001865404,"Beca otorgada por CONACYT para estudios de posgrado, Doctorado en Ciencias en Ecología y Desarrollo Sustentable,CONACYT",Enerode 2018
0001865404,"Beca otorgada por CONACYT para estudios de posgrado, Maestría en Ciencias Agropecuarias,CONACYT",Enerode 2016
0001865404,"Beca CLIFF-GRADS (2020): Climate, Food and Farming Network and Global Research Alliance Development Scholarships (CLIFF-GRADS) award,Global Research Alliance",Diciembrede 2019
0001865404,"Primer lugar en el premio a la tesis con más publicaciones del posgrado institucional en Ciencias Agropecuarias y Manejo de Recursos Tropicales, Convocatoria 2018, nivel Maestría,Universidad autónoma del estado de Yucatán",Juniode 2018
0001865404,"¿	Primer lugar en el concurso de presentaciones orales en el XXXIV Foro de Investigación y Posgrado de la FMVZ-CCBA de la Universidad autónoma de Yucatán,Universidad autónoma del estado de Yucatán",Juniode 2017
0001596901,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Agostode 2011
0001596901,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Febrerode 2012
0001596901,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Febrerode 2013
0001596901,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Enerode 2011
0001596901,"Matricula de honor,UNIVERSIDAD DEL CAUCA",Agostode 2013
0001596901,"matricula de honor,UNIVERSIDAD DEL CAUCA",Agostode 2012
0001596901,"Presea Ignacio Manuel Altamirano Basilio,Universidad Autónoma del Estado de México-Toluca",Septiembrede 2021
0001475003,"Mención de honor,Universidad Autónoma Del Estado De México",Agostode 2017
0001401769,"Distinción meritoria al trabajo de tesis ,Universidad Nacional de Colombia - Sede Palmira",Noviembrede 2015
0001401769,"Mensión honorífica por tesis,UNIVERSIDAD DEL CAUCA",Octubrede 2010
0000149503,"Tesis Meritoria ,UNIVERSIDAD DEL CAUCA",Agostode 2018
0000952265,"LACCIR Short Stays Program Awards 2011,The Latin American and Caribbean Collaborative ICT Research Virtual Institu",Octubrede 2011
0000952265,"Distincion meritoria,Institución Universitaria Colegio Mayor del Cauca",Agostode 2015
0000952265,"Mención de Honor,Colegio Mayor Del Cauca - Institución Universitaria",Agostode 2014
0000043879,"MATRICULA DE HONOR, RESOLUCION N° 410 DE 2010,Colegio Mayor Del Cauca - Institución Universitaria",Juniode 2010
0000043879,"MATRICULA DE HONOR, RESOLUCION N° 011 DE 2012,Colegio Mayor Del Cauca - Institución Universitaria",Juniode 2012
0000043879,"MEJOR APLICACIÓN DE DESARROLLO DE SOFTWARE - ¿QUE SABES?,Colegio Mayor Del Cauca - Institución Universitaria",Mayode 2015
0000043879,"MATRICULA DE HONOR, RESOLUCION N° 009 DE 2011 ¿,Colegio Mayor Del Cauca - Institución Universitaria",Juniode 2011
0001651693,"MENCIÓN DE HONOR AL TRABAJO ""PROPUESTA DE MÉTODO AUTOMATIZADO PARA LA MEDICIÓN DE LA SATISFACCIÓN EN PRUEBAS DE USABILIDAD, A PARTIR DEL ESTUDIO DE LA EXPRESIÓN FACIAL"",Colegio Mayor Del Cauca - Institución Universitaria",Agostode 2018
0001651693,"POR SU DESTACADO TRABAJO Y PRESENTACIÓN DURANTE EL ENCUENTRO NACIONAL DE ESTUDIANTES DE INGENIERÍA Y AFINES, CON EL TRABAJO ""PROPUESTA DE MÉTODO AUTOMATIZADO PARA LA MEDICIÓN DE LA SATISFACCIÓN EN PRUEBAS DE USABILIDAD, A PARTIR DE LA EXPRESIÓN FACIAL"",Colegio Mayor Del Cauca - Institución Universitaria",Octubrede 2017
0000916897,"trabajo de grado con mención de honor,Colegio Mayor Del Cauca - Institución Universitaria",Septiembrede 2014
0000916897,"Inovacción Educativa con TIC en Educación Superior,UNIVERSIDAD DE LOS ANDES",Noviembrede 2013
0000916897,"MENCION DE HONOR ,Colegio Mayor Del Cauca - Institución Universitaria",Marzode 2019
0001651831,"MENCIÓN DE HONOR AL TRABAJO ""PROPUESTA DE MÉTODO AUTOMATIZADO PARA LA MEDICIÓN DE LA SATISFACCIÓN EN PRUEBAS DE USABILIDAD, A PARTIR DEL ESTUDIO DE LA EXPRESIÓN FACIAL"",Colegio Mayor Del Cauca - Institución Universitaria",Juliode 2018
0001651831,"DESTACADO TRABAJO Y PRESENTACIÓN DURANTE EL ENCUENTRO NACIONAL DE ESTUDIANTES DE INGENIERÍA Y AFINES, CON EL TRABAJO ""PROPUESTA DE MÉTODO AUTOMATIZADO PARA LA MEDICIÓN DE LA SATISFACCIÓN EN PRUEBAS DE USABILIDAD, A PARTIR DE LA EXPRESIÓN FACIAL,Colegio Mayor Del Cauca - Institución Universitaria",Octubrede 2017
0001500497,"Menciòn Honorifica,FUNDACION UNIVERSITARIA DE POPAYAN",Juliode 2007
0001500497,"Reconocimiento a la labor Docente,Colegio Mayor Del Cauca - Institución Universitaria",Mayode 2020
0000915416,"Reconocimiento Internacional ""Concurso Objetos de aprendizaje"" LACLO 2013,Univ Austral De Chile",Octubrede 2013
0000915416,"RECONOCIMIENTO POR 10 AÑOS DE LABOR EDUCATIVA,UNIVERSIDAD COOPERATIVA DE COLOMBIA",Mayode 2011
0000915416,"HONOR AL MERITO,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Noviembrede 2005
0000915416,"TRAYECTORIA INSTITUCIONAL,Escuela Superior de Administración Pública - ESAP",Noviembrede 2018
0000915416,"TRAYECTORIA Y PERMANENCIA INSTITUCIONAL 18 AÑOS,Colegio Mayor Del Cauca - Institución Universitaria",Noviembrede 2017
0000915416,"TERCER PUESTO PONENCIA DATAMART PARA GESTIÓN DE INFORMACIÓN   HISTÓRICA DE LAS ESTACIONES HIDROMÉTRICAS Y   CLIMÁTICAS-CRC,Universidad Mariana - Unimar",Noviembrede 2019
0000915416,"LIDERAZGO UNIMAYOR,Colegio Mayor Del Cauca - Institución Universitaria",Marzode 2016
0001341288,"Investigador del año Bonaventuriano,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Noviembrede 2017
0001341288,"tesis meritoria,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Mayode 2017
0000012130,"Beca asociada a proyecto,CSIC",de 2003
0000012130,"Beca para realizar estudios de Doctorado,AECI",de 2000
0000012130,"Beca para realizar estudios de Doctorado,AECI",de 2002
0000012130,"Beca para realizar estudios de Doctorado,AECI",de 2001
0000012130,"Profesor Ad Honorem,UNIVERSIDAD DE CALDAS",Octubrede 2015
0000012130,"Premio Nalco An Ecolab Company mejor trabajo poster ""INMOVILIZACIÓN DE LA ENZIMA : β-D-galactosidasa"". Estudiante Yeniffer suriaga,UNIVERSIDAD DEL VALLE",Octubrede 2015
0000012130,Mensión Honorífica,Noviembrede 2009
0000012130,"Proposición No. 2. Reconocimiento Grupo Editorial de la Revista Biotecnología en el Sector Agropecuario y Agroindustrial,UNIVERSIDAD DEL CAUCA",Septiembrede 2009
0000012130,"Calificación Sobresaliente Cum Laude,UNIVERSIDAD AUTONOMA DE MADRID",de 2004
0000012130,"Beca de Aprovechamiento,UNIVERSIDAD DEL VALLE",de 1991
0000012130,"Beca de Aprovechamiento,UNIVERSIDAD DEL VALLE",de 1989
0000012130,"Beca de Aprovechamiento,UNIVERSIDAD DEL VALLE",de 1990
0000635863,Premio Ex-aequo al mejor artículo publicado en la Revista Española de Lechería,de 1997
0000635863,Premio del Institute Candia (Francia) por el proyecto: Chemical changes in UHT and sterized milks during heat treatment and storage,de 1990
0000518980,"Beca predoctoral de la Generalitat de Cataluña,Generalitat de Cataluyna",Diciembrede 2007
0000518980,"Beca Interna Postdoctoral,Consejo Nacional de Investigaciones Científicas y Técnicas",Diciembrede 2012
0000518980,"Tesis Doctoral Cum Laude,Universitat De Lleida",Abrilde 2012
0000518980,"Doctorado con Mención Europea,Universitat De Lleida",Abrilde 2012
0000518980,"Beca predoctoral de la Universitat de Lleida,Universitat De Lleida",Juniode 2007
0000518980,"Beca para estancias en otros centros para desarrollar tareas de investigación, año 2010-2011,Universitat De Lleida",Octubrede 2011
0000635324,"Premio Extraordinario de Licenciatura en Ciencia y Tecnología de los alimentos,UAM",de 1997
0000635324,"Sobresaliente cum laude,UNIVERSIDAD AUTONOMA DE MADRID",Enerode 2011
0000374156,"premio otorgado por excelencia en los estudios realizado durante la carrera de ingeniería agroindustrial.,Fundación Exxon de Colombia",de 1992
0000374156,"Premio Nacional en Ciencia y Tecnologia-ACTA-,ASOCIACION COLOMBIANA DE CIENCIAS Y TECNOLOGIA",de 2006
0000374156,"Apoyo en el Sector Agroindustrial Del Cauca,Asociacion de Ingenieros Agroindustriales - Seccional Cauca",Juliode 2009
0000374156,"Distinción meritoria,Universidad Nacional de Colombia - Sede Palmira",Abrilde 2019
0000374156,"Tesis meritoria,Universidad Nacional de Colombia - Sede Palmira",Agostode 2017
0000374156,"Reconocimiento por dirección de proyectos del fondo de Ciencia, Tecnología e Innovación, financiados por el Sistema General de Regalias,Universidad del Cauca-Unicauca",Diciembrede 2015
0000374156,"Reconocimiento por clasificación del grupo ed investigación CYTBIA en convocatoria  para medición del 2015,Universidad del Cauca-Unicauca",Juniode 2016
0000374156,"Premio Larkin a la investigación en alimentos-IICTA 2016,Larkin",Noviembrede 2016
0000374156,"Reconocimiento a la labor de los grupos de investigación de la Universidad del Cauca,Universidad del Cauca-Unicauca",Marzode 2017
0000374156,"Desacatada participación como conferencista magistral,UNIVERSIDAD DEL TOLIMA",Mayode 2015
0000374156,"Mención de honor a la tesisi dirigida titulada Propiedades mecánicas y de barrera de matrices moldeadas obtenidas a partir de harina de yuca pregelatinizada,UNIVERSIDAD DEL CAUCA",Diciembrede 2014
0000374156,"Revista Clasificada en Colciencias,UNIVERSIDAD DEL CAUCA",Septiembrede 2008
0000374156,"Actualización en el Sistema de Indexacción de la Revista de Biotecnologia en Sector Agropecuario y Agroindustrial,UNIVERSIDAD DEL CAUCA",Septiembrede 2009
0000374156,"Desarrollo Cientifico y Tecnologico en Materiales Bioplasticos a Partir de Almidón de Yuca,UNIVERSIDAD DEL CAUCA",Diciembrede 2009
0000374156,"Desarrollo Cientifico y Tecnologico en Materiales Bioplasticos a Partir de Almidón de Yuca,CENTRO REGIONAL DE PRODUCTIVIDAD E INNOVACIÓN DEL CAUCA CREPIC",Diciembrede 2009
0000374156,"Desarrollo Cientifico y Tecnologico en Materiales Bioplasticos a Partir de Almidón de Yuca - Presidencia de la Republica de Colombia - Presidente, Alvaro Uribe Velez,Presidencia De La República De Colombia",Septiembrede 2009
0000374156,"Primer Egresado del Programa de Doctorado en Ingenieria con Enfasis en Alimentos de la Universidad del Valle,UNIVERSIDAD DEL VALLE",Noviembrede 2009
0000374156,"Trabajo de Maestria,UNIVERSIDAD DEL VALLE",Noviembrede 2011
0000374156,"Tesis Meritoria a la tesis de grado: influencia de mezclas de almidón agrio, perfil de temperatura y velocidad de tornillo de un extrusor sencillo en la producción de almidón termplástico, su caracterización fisicoquímica, mecánica, microestructural y co,UNIVERSIDAD DEL VALLE",de 2005
0000374156,"premio otorgado por haber ganado el primer lugar en el v concurso agroindustrial, Con el proyecto producción, beneficio, transformación y comercialización del cardamomo en el viejo caldas,Fundación para el Desarrollo del Quindío",de 1992
0000374156,"XVI Reconocimiento al los Mejores Trabajos de Grado,UNIVERSIDAD NACIONAL DE COLOMBIA",Juniode 2006
0000374156,"Innovaciones Superiores en la temática innovaciones Ambientales de los premios Cidesco a la Innovación 2020 con el Proyecto Titulado: Proyecto Bioalmacigo de la Universidad del Cauca,UNIVERSIDAD ICESI",Octubrede 2020
0000012998,"Beca de Formación Doctoral,Fundetel (Catedra Xfera)",de 2002
0000012998,"Beca de Formación de Personal de Investigación (FPI),Ministaerio de Ciencia y Tecnología de España",de 2003
